number,kss,pupil,Diahyoujunn,Pupil_LowFreq,eeg,hr,eda,SCR,SCL_Ansei
27691,7,5.474,1.262039984,,,922,14.65855755,0.045477174,15.99522382
27692,7,5.484,1.279520201,,,922,14.65779365,0.067669206,15.9935638
27693,7,5.423,1.172890874,,,922,14.65702599,0.087566655,15.9918956
27694,7,5.383,1.102970003,,,922,14.656095,0.103500951,15.98987247
27695,7,5.322,0.996340676,,,922,14.65533968,0.113951509,15.98823109
27696,7,5.31,0.975364414,,,922,14.65458325,0.120633827,15.98658731
27697,7,5.284,0.929915848,,,922,14.65354132,0.136758242,15.98432311
27698,7,5.282,0.926419805,,,922,14.65262901,0.155659381,15.98234055
27699,7,5.317,0.987600567,,,922,14.65143658,0.179404702,15.9797493
27700,7,5.332,1.013820893,,,922,14.65042509,0.199689926,15.97755125
27701,7,5.326,1.003332763,,,922,14.64913536,0.216780037,15.97474855
27702,7,5.351,1.047033307,,,922,14.64805777,0.227865354,15.97240684
27703,7,5.385,1.106466047,,,922,14.64663301,0.240982527,15.96931071
27704,7,5.431,1.186875048,,,922,14.64521395,0.255311013,15.96622696
27705,7,5.435,1.193867135,,,922,14.64408274,0.26847434,15.96376874
27706,7,5.48,1.272528114,,,922,14.64264788,0.283044426,15.96065067
27707,7,5.481,1.274276136,,,922,14.64264788,0.283044426,15.96065067
27708,7,5.55,1.394889638,,,922,14.64148714,0.293960805,15.95812827
27709,7,5.479,1.270780092,,,922,14.63996216,0.303417685,15.95481436
27710,7,5.521,1.344197007,,,922,14.63871016,0.308719857,15.95209365
27711,7,5.511,1.326716789,,,924,14.63744304,0.312627035,15.94934007
27712,7,5.561,1.414117877,,,924,14.63601245,0.316960061,15.94623128
27713,7,5.585,1.456070399,,,924,14.63508489,0.321265576,15.94421561
27714,7,5.627,1.529487314,,,924,14.63406129,0.325204305,15.94199123
27715,7,5.627,1.529487314,,,924,14.63340854,0.327597479,15.94057274
27716,7,5.654,1.576683901,,,924,14.63277405,0.325042247,15.93919394
27717,7,5.643,1.557455662,,,924,14.63220402,0.318439028,15.93795521
27718,7,5.692,1.643108728,,,924,14.63170867,0.306931544,15.93687877
27719,7,5.737,1.721769708,,,924,14.63140104,0.29515324,15.93621027
27720,7,5.861,1.938524406,,,924,14.63104515,0.285632219,15.93543687
27721,7,5.749,1.742745969,,,924,14.63062317,0.273965988,15.93451989
27722,7,5.759,1.760226186,,,924,14.63025038,0.260536929,15.93370977
27723,7,5.768,1.775958382,,,924,14.63008007,0.248346687,15.93333968
27724,7,5.754,1.751486078,,,924,14.63004547,0.234356892,15.93326449
27725,7,5.776,1.789942556,,,924,14.63008276,0.216459846,15.93334552
27726,7,5.771,1.781202448,,,924,14.6302014,0.201700533,15.93360334
27727,7,5.758,1.758478165,,,924,14.63026542,0.18760561,15.93374245
27728,7,5.796,1.824902992,,,924,14.63028529,0.179155507,15.93378563
27729,7,5.81,1.849375296,,,924,14.6303445,0.170764205,15.93391431
27730,7,5.828,1.880839688,,,924,14.6303445,0.170764205,15.93391431
27731,7,5.771,1.781202448,,,924,14.63043222,0.160708717,15.93410492
27732,7,5.798,1.828399035,,,924,14.63055899,0.148338494,15.93438042
27733,7,5.791,1.816162883,,,924,14.63067846,0.135944921,15.93464004
27734,7,5.795,1.82315497,,,924,14.63080312,0.122031258,15.93491094
27735,7,5.789,1.812666839,,,924,14.63113369,0.108438669,15.9356293
27736,7,5.762,1.765470252,,,844,14.63153016,0.100658322,15.93649085
27737,7,5.806,1.842383209,,,844,14.63213498,0.090870703,15.93780519
27738,7,5.791,1.816162883,,,844,14.63271774,0.084503676,15.93907157
27739,7,5.781,1.798682665,,,844,14.63330394,0.07859913,15.94034544
27740,7,5.79,1.814414861,,,844,14.63393256,0.073474825,15.94171148
27741,7,5.79,1.814414861,,,844,14.63484472,0.06953262,15.94369369
27742,7,5.802,1.835391122,,,844,14.63569945,0.064287986,15.9455511
27743,7,5.797,1.826651014,,,844,14.63626798,0.057499838,15.94678656
27744,7,5.824,1.873847601,,,844,14.63680013,0.05014308,15.94794297
27745,7,5.808,1.845879253,,,844,14.6373639,0.03893092,15.94916811
27746,7,5.848,1.915800123,,,844,14.63786227,0.029291102,15.9502511
27747,7,5.843,1.907060015,,,844,14.63837272,0.01873778,15.95136035
27748,7,5.821,1.868603536,,,844,14.63880892,0.006109355,15.95230826
27749,7,5.821,1.868603536,,,844,14.63922957,0.008414676,15.95322237
27750,7,5.823,1.872099579,,,844,14.63983939,0.032641477,15.95454756
27751,7,5.862,1.940272428,,,844,14.6403657,0.056646168,15.95569129
27752,7,5.832,1.887831775,,,844,14.64105059,0.091814298,15.9571796
27753,7,5.865,1.945516493,,,844,14.64159353,0.125805561,15.95835948
27754,7,5.854,1.926288254,,,844,14.64207797,0.165995523,15.95941219
27755,7,5.848,1.915800123,,,844,14.64254847,0.212437998,15.96043463
27756,7,5.841,1.903563971,,,844,14.64313782,0.280035468,15.96171534
27757,7,5.862,1.940272428,,,844,14.6438924,0.349209097,15.96335512
27758,7,5.882,1.975232863,,,844,14.64463698,0.405463976,15.96497315
27759,7,5.884,1.978728907,,,844,14.64482937,0.420308025,15.96539124
27760,7,5.897,2.00145319,,,778,14.64565058,0.481779575,15.9671758
27761,7,5.893,1.994461103,,,778,14.64656012,0.543518465,15.96915232
27762,7,5.918,2.038161647,,,778,14.64772688,0.614763559,15.97168779
27763,7,5.957,2.106334496,,,778,14.64873584,0.668817742,15.97388036
27764,7,5.905,2.015437364,,,778,14.65013318,0.73209679,15.9769169
27765,7,5.909,2.022429451,,,778,14.65122826,0.785278807,15.97929662
27766,7,5.94,2.076618126,,,778,14.65256305,0.855477518,15.98219723
27767,7,5.936,2.069626039,,,778,14.65365157,0.909212527,15.98456267
27768,7,5.959,2.109830539,,,778,14.65501375,0.974931317,15.98752282
27769,7,5.932,2.062633952,,,778,14.65620364,1.019917576,15.99010856
27770,7,5.885,1.980476929,,,778,14.6574511,1.059179384,15.99281941
27771,7,5.916,2.034665603,,,778,14.65902853,1.103197953,15.99624731
27772,7,5.917,2.036413625,,,778,14.66055091,1.142020176,15.99955556
27773,7,5.915,2.032917582,,,778,14.66165475,1.171362509,16.00195431
27774,7,5.897,2.00145319,,,778,14.66298841,1.201229591,16.00485247
27775,7,5.866,1.947264515,,,778,14.6632401,1.206525335,16.00539942
27776,7,5.887,1.983972972,,,778,14.66423006,1.225880412,16.0075507
27777,7,5.872,1.957752646,,,778,14.66521836,1.245251371,16.00969836
27778,7,5.906,2.017185386,,,778,14.66640129,1.267287684,16.01226898
27779,7,5.901,2.008445277,,,778,14.66726721,1.282783197,16.01415071
27780,7,5.905,2.015437364,,,778,14.66837651,1.300863439,16.0165613
27781,7,5.927,2.053893843,,,698,14.66932228,1.314401953,16.01861656
27782,7,5.935,2.067878017,,,698,14.67050753,1.330936326,16.02119219
27783,7,5.922,2.045153734,,,698,14.67148049,1.343857236,16.02330654
27784,7,5.92,2.041657691,,,698,14.67237736,1.353554816,16.02525552
27785,7,5.946,2.087106256,,,698,14.67343987,1.362851497,16.02756445
27786,7,5.917,2.036413625,,,698,14.67449579,1.370476178,16.02985905
27787,7,5.932,2.062633952,,,698,14.67534687,1.374917543,16.03170853
27788,7,5.911,2.025925495,,,698,14.67624737,1.378270325,16.03366539
27789,7,5.942,2.080114169,,,698,14.67739681,1.380488063,16.03616323
27790,7,5.878,1.968240776,,,698,14.67833626,1.38057279,16.03820474
27791,7,5.886,1.982224951,,,698,14.67857249,1.380663424,16.03871808
27792,7,5.875,1.962996711,,,698,14.67951219,1.382641816,16.04076014
27793,7,5.883,1.976980885,,,698,14.68045533,1.38582895,16.04280968
27794,7,5.857,1.931532319,,,698,14.68167178,1.390336866,16.04545312
27795,7,5.881,1.973484842,,,698,14.68264459,1.393994359,16.04756714
27796,7,5.879,1.969988798,,,698,14.68355871,1.393599734,16.04955359
27797,7,5.881,1.973484842,,,698,14.6846556,1.390163391,16.05193724
27798,7,5.851,1.921044189,,,698,14.68550672,1.386464597,16.0537868
27799,7,5.88,1.97173682,,,698,14.68656192,1.380247274,16.05607984
27800,7,5.846,1.91230408,,,698,14.68742163,1.37487161,16.05794807
27801,7,5.836,1.894823862,,,698,14.68846356,1.365724724,16.06021229
27802,7,5.842,1.905311993,,,693,14.68952487,1.356971795,16.06251861
27803,7,5.827,1.879091666,,,693,14.69051011,1.358530197,16.06465962
27804,7,5.835,1.893075841,,,693,14.69158848,1.365786372,16.06700301
27805,7,5.836,1.894823862,,,693,14.69303291,1.380213935,16.07014189
27806,7,5.833,1.889579797,,,693,14.69455746,1.390062078,16.07345487
27807,7,5.861,1.938524406,,,693,14.69486347,1.390000042,16.07411987
27808,7,5.826,1.877343645,,,693,14.6961098,1.385478737,16.07682825
27809,7,5.846,1.91230408,,,693,14.69745248,1.381489399,16.07974601
27810,7,5.82,1.866855514,,,693,14.69884813,1.372564573,16.08277889
27811,7,5.787,1.809170796,,,693,14.70057937,1.371077976,16.08654103
27812,7,5.786,1.807422774,,,693,14.70197757,1.374031587,16.08957945
27813,7,5.766,1.772462339,,,693,14.70340396,1.374922434,16.09267912
27814,7,5.742,1.730509816,,,693,14.70485845,1.376314778,16.09583985
27815,7,5.807,1.844131231,,,693,14.70640226,1.373639419,16.09919471
27816,7,5.768,1.775958382,,,693,14.7084146,1.367017183,16.1035677
27817,7,5.759,1.760226186,,,693,14.71048924,1.359586273,16.10807608
27818,7,5.758,1.758478165,,,693,14.7121154,1.356578502,16.11160986
27819,7,5.776,1.789942556,,,693,14.71369022,1.357447804,16.1150321
27820,7,5.776,1.789942556,,,693,14.71526569,1.359103755,16.11845573
27821,7,5.738,1.723517729,,,693,14.71720084,1.36345154,16.12266099
27822,7,5.748,1.740997947,,,693,14.71917137,1.357059941,16.12694313
27823,7,5.765,1.770714317,,,693,14.72075614,1.345832835,16.13038697
27824,7,5.704,1.664084989,,,693,14.72269782,1.328936591,16.13460643
27825,7,5.7,1.657092902,,,693,14.72428808,1.315496639,16.13806221
27826,7,5.692,1.643108728,,,693,14.72595953,1.308264188,16.14169441
27827,7,5.703,1.662336968,,,693,14.72810882,1.300534151,16.14636502
27828,7,5.723,1.697297403,,,855,14.72988552,1.295366327,16.15022595
27829,7,5.748,1.740997947,,,855,14.73209566,1.284054671,16.15502877
27830,7,5.708,1.671077076,,,855,14.73253782,1.281174297,16.15598964
27831,7,5.723,1.697297403,,,855,14.73430887,1.267897994,16.15983828
27832,7,5.719,1.690305316,,,855,14.73612275,1.255059258,16.16378002
27833,7,5.696,1.650100815,,,855,14.73832095,1.237302745,16.1685569
27834,7,5.704,1.664084989,,,855,14.74027131,1.219746101,16.1727952
27835,7,5.718,1.688557294,,,855,14.74173791,1.204352115,16.17598226
27836,7,5.702,1.660588946,,,855,14.74340378,1.183697954,16.17960236
27837,7,5.708,1.671077076,,,855,14.74504606,1.160883971,16.18317117
27838,7,5.702,1.660588946,,,855,14.74630267,1.141007506,16.1859019
27839,7,5.687,1.634368619,,,855,14.74770547,1.114532139,16.18895031
27840,7,5.714,1.681565207,,,855,14.74796995,1.108977268,16.18952506
27841,7,5.688,1.636116641,,,855,14.74906478,1.087444425,16.19190422
27842,7,5.675,1.613392358,,,855,14.75042225,1.060831534,16.19485411
27843,7,5.685,1.630872576,,,855,14.75172432,1.033423593,16.19768364
27844,7,5.693,1.64485675,,,855,14.75295171,1.004241259,16.20035086
27845,7,5.69,1.639612685,,,855,14.7539975,0.969860671,16.20262345
27846,7,5.706,1.667581033,,,855,14.75477169,0.940564927,16.20430584
27847,7,5.728,1.706037512,,,855,14.75564925,0.901393841,16.20621287
27848,7,5.703,1.662336968,,,855,14.75642714,0.874841751,16.20790329
27849,7,5.714,1.681565207,,,855,14.75725725,0.851699024,16.20970719
27850,7,5.698,1.653596859,,,855,14.75807106,0.828952052,16.21147568
27851,7,5.696,1.650100815,,,855,14.75892409,0.808782106,16.21332939
27852,7,5.776,1.789942556,,,855,14.7599259,0.777759107,16.2155064
27853,7,5.747,1.739249925,,,855,14.76091147,0.743909804,16.21764814
27854,7,5.77,1.779454426,,,855,14.76091147,0.743909804,16.21764814
27855,7,5.751,1.746242012,,,855,14.76193605,0.710259011,16.21987464
27856,7,5.762,1.765470252,,,855,14.76265379,0.682217306,16.22143435
27857,7,5.781,1.798682665,,,855,14.76327259,0.653655954,16.22277906
27858,7,5.77,1.779454426,,,974,14.76383472,0.62347425,16.22400064
27859,7,5.799,1.830147057,,,974,14.76431095,0.591743947,16.22503552
27860,7,5.819,1.865107492,,,974,14.76490645,0.556084846,16.2263296
27861,7,5.768,1.775958382,,,974,14.7653756,0.530485988,16.22734909
27862,7,5.804,1.838887166,,,974,14.76586846,0.499689037,16.22842014
27863,7,5.793,1.819658926,,,974,14.76635562,0.471613051,16.22947878
27864,7,5.819,1.865107492,,,974,14.76693716,0.444777025,16.23074251
27865,7,5.773,1.784698491,,,974,14.76742501,0.425820967,16.23180265
27866,7,5.833,1.889579797,,,974,14.76809064,0.404668347,16.23324913
27867,7,5.863,1.94202045,,,974,14.76870821,0.377887158,16.23459117
27868,7,5.832,1.887831775,,,974,14.76870821,0.377887158,16.23459117
27869,7,5.849,1.917548145,,,974,14.76932167,0.347504982,16.23592428
27870,7,5.83,1.884335732,,,974,14.76984572,0.321808111,16.23706307
27871,7,5.873,1.959500668,,,974,14.77035532,0.296287177,16.23817048
27872,7,5.847,1.914052102,,,974,14.77094806,0.268515995,16.23945856
27873,7,5.815,1.858115405,,,974,14.77152158,0.239880885,16.24070488
27874,7,5.852,1.922792211,,,974,14.77195933,0.217753845,16.24165615
27875,7,5.811,1.851123318,,,974,14.77242846,0.199198682,16.2426756
27876,7,5.816,1.859863427,,,974,14.77303401,0.179853083,16.24399151
27877,7,5.849,1.917548145,,,974,14.77351315,0.167428523,16.24503272
27878,7,5.808,1.845879253,,,974,14.77406902,0.152118303,16.2462407
27879,7,5.769,1.777706404,,,974,14.77440114,0.133717763,16.24696242
27880,7,5.796,1.824902992,,,974,14.77467019,0.11338766,16.24754708
27881,7,5.732,1.713029599,,,974,14.77492858,0.086458299,16.24810859
27882,7,5.706,1.667581033,,,974,14.77509885,0.068606402,16.24847861
27883,7,5.686,1.632620598,,,974,14.77524541,0.055461714,16.24879709
27884,7,5.676,1.61514038,,,974,14.77533475,0.039567133,16.24899125
27885,7,5.651,1.571439836,,,974,14.77535954,0.025840594,16.2490451
27886,7,5.633,1.539975444,,,974,14.77535954,0.025840594,16.2490451
27887,7,5.6,1.482290726,,,974,14.77541741,0.007979821,16.24917086
27888,7,5.601,1.484038748,,,974,14.77545935,0.00723857,16.24926201
27889,7,5.584,1.454322378,,,1033,14.77549138,0.021993185,16.24933161
27890,7,5.553,1.400133703,,,1033,14.77549427,0.035980186,16.2493379
27891,7,5.516,1.335456898,,,1033,14.77540816,0.049917926,16.24915077
27892,7,5.588,1.461314465,,,1033,14.77531809,0.060454598,16.24895504
27893,7,5.726,1.702541468,,,1033,14.77517803,0.072217809,16.24865067
27894,7,5.811,1.851123318,,,1033,14.77521823,0.084806593,16.24873802
27895,7,5.615,1.508511052,,,1033,14.77536137,0.095174495,16.24904908
27896,7,5.098,0.6047838,,,1033,14.77561696,0.107229577,16.24960451
27897,7,5.485,1.281268223,,,1033,14.77595555,0.120288893,16.25034029
27898,7,5.754,1.751486078,,,1033,14.7762457,0.131923995,16.25097081
27899,7,5.556,1.405377768,,,1033,14.77632853,0.134970926,16.25115082
27900,7,5.607,1.494526878,,,1033,14.77684263,0.150997673,16.25226799
27901,7,5.723,1.697297403,,,1033,14.77730095,0.163878145,16.25326396
27902,7,6.034,2.240932172,,,1033,14.77780245,0.175026402,16.25435378
27903,7,5.298,0.954388153,,,1033,14.77820057,0.181966484,16.25521892
27904,7,5.878,1.968240776,,,1033,14.7786066,0.187815239,16.25610127
27905,7,5.12,0.643240279,,,1033,14.77918049,0.196029022,16.25734837
27906,7,5.282,0.926419805,,,1033,14.77973685,0.20529216,16.2585574
27907,7,5.373,1.085489785,,,1033,14.78046327,0.216487333,16.26013597
27908,7,5.373,1.085489785,,,1033,14.78108787,0.226024343,16.2614933
27909,7,5.387,1.10996209,,,1033,14.7816585,0.232196462,16.26273332
27910,7,5.436,1.195615157,,,1033,14.78219306,0.235842494,16.26389497
27911,7,5.466,1.24805581,,,1033,14.78287053,0.239525589,16.26536717
27912,7,5.477,1.267284049,,,1033,14.7833971,0.24231414,16.26651146
27913,7,5.494,1.297000419,,,1033,14.78408314,0.253383219,16.26800229
27914,7,5.541,1.379157442,,,1033,14.78475957,0.268405163,16.26947221
27915,7,5.517,1.33720492,,,1033,14.78528426,0.28332141,16.27061241
27916,7,5.463,1.242811744,,,1033,14.7858765,0.293324581,16.27189942
27917,7,5.409,1.148418569,,,1033,14.78653624,0.297973806,16.27333309
27918,7,5.324,0.999836719,,,1033,14.78741328,0.302864033,16.27523897
27919,7,5.251,0.87223113,,,1033,14.78760058,0.303166913,16.27564598
27920,7,5.236,0.846010804,,,1041,14.78836277,0.305741417,16.27730231
27921,7,5.192,0.769097846,,,1041,14.78911235,0.314934301,16.2789312
27922,7,5.174,0.737633454,,,1041,14.78987479,0.32808633,16.28058805
27923,7,5.139,0.676452693,,,1041,14.79088993,0.345229003,16.28279404
27924,7,5.136,0.671208627,,,1041,14.79166001,0.358632463,16.2844675
27925,7,5.113,0.631004127,,,1041,14.79247096,0.368865351,16.28622977
27926,7,5.128,0.657224453,,,1041,14.7932017,0.378938654,16.28781774
27927,7,5.118,0.639744236,,,1041,14.79369923,0.385210835,16.28889892
27928,7,5.144,0.685192801,,,1041,14.79421646,0.390637118,16.2900229
27929,7,5.143,0.68344478,,,1041,14.79471949,0.395090041,16.29111603
27930,7,5.129,0.658972475,,,1041,14.79504255,0.396713005,16.29181807
27931,7,5.19,0.765601803,,,1041,14.79543626,0.397061709,16.29267364
27932,7,5.21,0.800562238,,,1041,14.79594988,0.401416017,16.29378977
27933,7,5.235,0.844262782,,,1041,14.79636865,0.407647931,16.2946998
27934,7,5.242,0.856498934,,,1041,14.79677414,0.413985857,16.29558096
27935,7,5.285,0.93166387,,,1041,14.79727226,0.423999206,16.29666343
27936,7,5.288,0.936907936,,,1041,14.79759603,0.430822192,16.29736702
27937,7,5.333,1.015568915,,,1041,14.79794259,0.439518505,16.29812011
27938,7,5.341,1.029553089,,,1041,14.79819556,0.447924608,16.29866984
27939,7,5.412,1.153662634,,,1041,14.79855568,0.456373052,16.29945241
27940,7,5.412,1.153662634,,,1041,14.79902923,0.461296194,16.30048148
27941,7,5.466,1.24805581,,,1041,14.79953571,0.464306157,16.3015821
27942,7,5.458,1.234071635,,,1041,14.79998326,0.465753037,16.30255468
27943,7,5.466,1.24805581,,,1041,14.80009242,0.466638298,16.3027919
27944,7,5.491,1.291756354,,,1041,14.80052793,0.471525321,16.3037383
27945,7,5.508,1.321472724,,,1041,14.80111452,0.478285309,16.30501302
27946,7,5.503,1.312732615,,,1041,14.8016261,0.484258218,16.30612472
27947,7,5.532,1.363425246,,,1041,14.80219549,0.489003718,16.30736206
27948,7,5.533,1.365173268,,,1041,14.80260199,0.490575885,16.30824542
27949,7,5.526,1.352937115,,,1041,14.80308707,0.492360092,16.30929953
27950,7,5.545,1.386149529,,,1041,14.80354927,0.494079086,16.31030394
27951,7,5.558,1.408873812,,,1041,14.80396033,0.498020733,16.31119722
27952,7,5.577,1.442086225,,,1051,14.80437156,0.502939167,16.31209085
27953,7,5.545,1.386149529,,,1051,14.80476622,0.508286199,16.31294847
27954,7,5.585,1.456070399,,,1051,14.80521805,0.514989726,16.31393036
27955,7,5.572,1.433346117,,,1051,14.80551908,0.519394007,16.31458452
27956,7,5.556,1.405377768,,,1051,14.80579594,0.524421247,16.31518616
27957,7,5.588,1.461314465,,,1051,14.80603462,0.529629487,16.31570483
27958,7,5.615,1.508511052,,,1051,14.80629814,0.536603564,16.31627748
27959,7,5.539,1.375661398,,,1051,14.80643769,0.541144123,16.31658074
27960,7,5.576,1.440338204,,,1051,14.80661504,0.548815005,16.31696613
27961,7,5.562,1.415865899,,,1051,14.80674544,0.556322552,16.3172495
27962,7,5.545,1.386149529,,,1051,14.80686271,0.560549221,16.31750434
27963,7,5.559,1.410621834,,,1051,14.80697761,0.563521599,16.31775403
27964,7,5.527,1.354685137,,,1051,14.80710074,0.566092345,16.3180216
27965,7,5.53,1.359929202,,,1051,14.80717628,0.567900654,16.31818576
27966,7,5.479,1.270780092,,,1051,14.80718691,0.56861525,16.31820887
27967,7,5.466,1.24805581,,,1051,14.80720937,0.571699746,16.31825766
27968,7,5.523,1.34769305,,,1051,14.80721551,0.574912332,16.31827101
27969,7,5.486,1.283016245,,,1051,14.80719374,0.577784035,16.3182237
27970,7,5.449,1.21833944,,,1051,14.80716289,0.58305891,16.31815666
27971,7,5.472,1.25854394,,,1051,14.80710684,0.592251449,16.31803487
27972,7,5.503,1.312732615,,,1051,14.80703899,0.601483454,16.31788742
27973,7,5.496,1.300496462,,,1051,14.80693144,0.611625528,16.3176537
27974,7,5.502,1.310984593,,,1051,14.80682506,0.612370411,16.31742253
27975,7,5.479,1.270780092,,,1051,14.80666921,0.609286664,16.31708385
27976,7,5.44,1.202607244,,,1051,14.80652732,0.603122397,16.31677552
27977,7,5.437,1.197363178,,,1051,14.80630237,0.603113089,16.31628668
27978,7,5.437,1.197363178,,,1051,14.80608491,0.60904237,16.31581411
27979,7,5.435,1.193867135,,,1051,14.80577591,0.616334114,16.31514262
27980,7,5.419,1.165898787,,,1051,14.8054962,0.62414388,16.31453479
27981,7,5.409,1.148418569,,,1051,14.80512138,0.629869407,16.31372028
27982,7,5.406,1.143174504,,,1051,14.8050428,0.630489565,16.31354952
27983,7,5.417,1.162402743,,,1051,14.80470597,0.635706269,16.31281755
27984,7,5.395,1.123946264,,,1051,14.80434236,0.641184394,16.31202739
27985,7,5.398,1.12919033,,,1051,14.80400596,0.642731445,16.31129638
27986,7,5.438,1.1991112,,,1051,14.80362499,0.639345253,16.31046849
27987,7,5.432,1.18862307,,,1051,14.80332759,0.633499422,16.30982222
27988,7,5.433,1.190371091,,,1051,14.80305456,0.624455207,16.30922889
27989,7,5.46,1.237567679,,,1051,14.80268691,0.624416553,16.30842995
27990,7,5.439,1.200859222,,,1051,14.80238967,0.629946251,16.30778402
27991,7,5.461,1.239315701,,,1051,14.80211433,0.636116395,16.30718567
27992,7,5.446,1.213095374,,,1051,14.80183614,0.644790621,16.30658114
27993,7,5.453,1.225331527,,,1051,14.80152698,0.649980548,16.30590933
27994,7,5.466,1.24805581,,,1051,14.80120071,0.654111234,16.3052003
27995,7,5.457,1.232323614,,,1051,14.80086476,0.660998833,16.30447026
27996,7,5.457,1.232323614,,,1051,14.80051845,0.666334613,16.30371768
27997,7,5.475,1.263788005,,,1051,14.80011083,0.66466849,16.30283191
27998,7,5.498,1.303992506,,,1051,14.79970305,0.657080785,16.30194576
27999,7,5.448,1.216591418,,,1051,14.79937441,0.645876557,16.30123159
28000,7,5.487,1.284764267,,,1051,14.79890637,0.642600563,16.30021449
28001,7,5.443,1.207851309,,,1051,14.79837695,0.649232623,16.29906403
28002,7,5.514,1.331960854,,,1051,14.79792821,0.655871483,16.29808887
28003,7,5.52,1.342448985,,,1051,14.79732795,0.664884172,16.29678446
28004,7,5.532,1.363425246,,,1051,14.79720642,0.664835739,16.29652036
28005,7,5.547,1.389645572,,,1051,14.79670923,0.661647604,16.29543992
28006,7,5.541,1.379157442,,,1051,14.79617915,0.658715771,16.29428801
28007,7,5.545,1.386149529,,,1051,14.79562022,0.653218861,16.29307341
28008,7,5.615,1.508511052,,,1051,14.7949313,0.652617641,16.29157631
28009,7,5.601,1.484038748,,,1051,14.79438491,0.657404934,16.29038896
28010,7,5.609,1.498022922,,,1051,14.79382871,0.661475417,16.28918028
28011,7,5.619,1.515503139,,,1051,14.79327371,0.667904114,16.28797422
28012,7,5.617,1.512007096,,,1051,14.79253569,0.669525416,16.28637044
28013,7,5.64,1.552211597,,,1051,14.79192153,0.667551228,16.28503581
28014,7,5.615,1.508511052,,,1051,14.79130235,0.665844498,16.28369027
28015,7,5.615,1.508511052,,,1051,14.79066898,0.663284199,16.2823139
28016,7,5.631,1.536479401,,,1051,14.78986608,0.664276447,16.28056912
28017,7,5.629,1.532983357,,,1051,14.78904614,0.666416908,16.27878733
28018,7,5.65,1.569691814,,,1051,14.78820749,0.669189255,16.27696486
28019,7,5.634,1.541723466,,,1051,14.78769771,0.671019989,16.27585706
28020,7,5.629,1.532983357,,,1051,14.78700954,0.673545262,16.27436162
28021,7,5.615,1.508511052,,,1051,14.78613651,0.678201826,16.27246443
28022,7,5.61,1.499770944,,,1051,14.78524673,0.683730641,16.27053086
28023,7,5.611,1.501518965,,,1051,14.78432536,0.687845927,16.26852864
28024,7,5.61,1.499770944,,,1051,14.78356984,0.690851867,16.26688683
28025,7,5.575,1.438590182,,,1051,14.78260413,0.694454913,16.26478826
28026,7,5.565,1.421109964,,,1051,14.78240838,0.695207712,16.26436288
28027,7,5.54,1.37740942,,,1051,14.78162055,0.69897874,16.26265085
28028,7,5.523,1.34769305,,,1051,14.78082152,0.703387054,16.26091447
28029,7,5.514,1.331960854,,,1051,14.78000628,0.707664148,16.25914289
28030,7,5.515,1.333708876,,,1051,14.77897003,0.713075428,16.25689103
28031,7,5.503,1.312732615,,,1051,14.77813094,0.715887216,16.25506762
28032,7,5.489,1.28826031,,,1051,14.77728169,0.717665368,16.25322211
28033,7,5.515,1.333708876,,,1051,14.77642178,0.718999117,16.25135345
28034,7,5.518,1.338952941,,,1051,14.77533126,0.72051768,16.24898365
28035,7,5.514,1.331960854,,,1051,14.77444299,0.723413071,16.24705337
28036,7,5.449,1.21833944,,,1051,14.77354295,0.726788046,16.2450975
28037,7,5.517,1.33720492,,,1051,14.77263215,0.730251194,16.24311823
28038,7,5.491,1.291756354,,,1051,14.77147613,0.735009421,16.2406061
28039,7,5.495,1.298748441,,,1051,14.77053734,0.738790006,16.23856603
28040,7,5.514,1.331960854,,,1051,14.7693464,0.744390137,16.23597802
28041,7,5.508,1.321472724,,,1051,14.76837963,0.749171716,16.23387713
28042,7,5.489,1.28826031,,,1051,14.76715581,0.751872904,16.23121766
28043,7,5.484,1.279520201,,,1051,14.76616391,0.752141646,16.22906217
28044,7,5.503,1.312732615,,,1051,14.76515996,0.751494764,16.22688049
28045,7,5.52,1.342448985,,,1051,14.76413969,0.750649428,16.22466336
28046,7,5.489,1.28826031,,,1051,14.7628232,0.755523203,16.2218025
28047,7,5.491,1.291756354,,,1051,14.76174335,0.761674712,16.21945589
28048,7,5.519,1.340700963,,,1051,14.76036178,0.771118227,16.21645362
28049,7,5.518,1.338952941,,,1051,14.75923634,0.776734878,16.21400794
28050,7,5.483,1.27777218,,,1051,14.75809422,0.779680687,16.211526
28051,7,5.537,1.372165355,,,1051,14.75692782,0.782956199,16.20899132
28052,7,5.527,1.354685137,,,1051,14.75543914,0.785868175,16.20575627
28053,7,5.547,1.389645572,,,1051,14.75423534,0.787952553,16.20314031
28054,7,5.546,1.387897551,,,1051,14.75301747,0.78981273,16.20049377
28055,7,5.576,1.440338204,,,1051,14.75147161,0.790190804,16.19713448
28056,7,5.563,1.417613921,,,1051,14.75021636,0.790612557,16.1944067
28057,7,5.559,1.410621834,,,1051,14.74861231,0.796281057,16.19092096
28058,7,5.551,1.39663766,,,1051,14.74730625,0.803031171,16.18808277
28059,7,5.587,1.459566443,,,1051,14.74598228,0.811300008,16.18520566
28060,7,5.608,1.4962749,,,1051,14.74464372,0.817395432,16.18229686
28061,7,5.597,1.477046661,,,1051,14.74295851,0.815630453,16.17863474
28062,7,5.577,1.442086225,,,1051,14.74261907,0.814679079,16.17789711
